ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
19915,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;School (i.e., University, College, etc);On the job training;Online Courses or Certification",,Coursera;Udemy;Codecademy;edX,8,2,Data scientist or machine learning specialist,"10,000 or more employees",I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,India,INR	Indian rupee,400000.0,Yearly,C#;Java;Python;R;SQL,Java;Python;R;SQL,,,Google Cloud,AWS;Google Cloud;Microsoft Azure,,,Apache Spark;Hadoop;NumPy;Pandas;Scikit-learn;TensorFlow,Apache Spark;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch;Hugging Face Transformers,Docker;Yarn,Docker;Yarn,IPython/Jupyter;Visual Studio Code,IPython/Jupyter;Visual Studio Code,Linux-based,Linux-based,Git,Command-line,,,,,Google Chat,Google Chat;Slack,Favorable,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,Indian,None of the above,None of the above,Yes,Independent contributor,2.0,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Never,1-2 times a week,1-2 times a week,30-60 minutes a day,60-120 minutes a day,Somewhat long,None of these,Yes,Yes,No,Appropriate in length,Easy,5159.0
19929,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Other doctoral degree (Ph.D., Ed.D., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Hackathons (virtual or in-person)","Technical documentation;Blogs;Programming Games;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges);Online forum;Written-based Online Courses",Coursera,25,20,"Data scientist or machine learning specialist;Engineer, data;Developer, back-end","10,000 or more employees",I have some influence,Visit developer communities like Stack Overflow;Ask developers I know/work with,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,100000.0,Yearly,Bash/Shell;Clojure;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;Scala;SQL,Bash/Shell;Clojure;Elixir;Kotlin;Python;Ruby;Rust,Cassandra;PostgreSQL,,Microsoft Azure,,,,Apache Spark,Apache Spark,Docker;Homebrew;Terraform,Homebrew,Emacs;IPython/Jupyter;Vim;Visual Studio Code,Emacs;IPython/Jupyter;Vim;Visual Studio Code,Linux-based;macOS,Linux-based;macOS;Windows,Git,Command-line,,,Jira Work Management,,Microsoft Teams,,Unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,35-44 years old,Man,No,Straight / Heterosexual,European,None of the above,"I have autism / an autism spectrum disorder (e.g. Asperger's, etc.)",No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,125639.0
19944,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Contribute to open-source projects;School or academic work,"Professional degree (JD, MD, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Interactive tutorial,Coursera;Udemy;Pluralsight;Udacity,20,15,"Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, mobile;Engineering manager;Cloud infrastructure engineer",100 to 499 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Canada,CAD	Canadian dollar,12750.0,Monthly,Bash/Shell;C#;Groovy;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Bash/Shell;C#;HTML/CSS;JavaScript;Python;TypeScript,Elasticsearch;MongoDB;Redis,Cloud Firestore;Elasticsearch;MariaDB;Firebase Realtime Database;Redis,AWS;DigitalOcean;Google Cloud,AWS;Google Cloud;IBM Cloud or Watson,ASP.NET;ASP.NET Core ;Express;FastAPI;Node.js;React.js,ASP.NET Core ;FastAPI;Node.js;React.js,.NET;Keras;NumPy;Pandas;React Native;Scikit-learn;TensorFlow;Torch/PyTorch,.NET;Apache Spark;Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,Docker;Homebrew;Yarn,Docker;Homebrew;Yarn,Android Studio;IntelliJ;IPython/Jupyter;PyCharm;Rider;Sublime Text;Visual Studio Code;Xcode,IPython/Jupyter;PyCharm;Rider;Visual Studio Code,Linux-based;macOS,macOS,Git,Command-line,,,Confluence;Trello,Trello,Slack;Zoom,Slack;Zoom,Indifferent,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White;Hispanic or Latino/a,None of the above,None of the above,Yes,Independent contributor,15.0,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,1-2 times a week,6-10 times a week,1-2 times a week,15-30 minutes a day,60-120 minutes a day,Somewhat long,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,No,No,No,Appropriate in length,Neither easy nor difficult,119472.0
19993,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc);On the job training",,,7,3,"Data scientist or machine learning specialist;Engineer, data",10 to 19 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,France,EUR European Euro,52000.0,Monthly,Bash/Shell;Python;SQL,Bash/Shell;Python;SQL,MySQL,,AWS;Google Cloud,Google Cloud,,,NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch,NumPy;Pandas,Docker,Docker;Kubernetes;Terraform,Visual Studio Code,Visual Studio Code,Linux-based,Linux-based;Windows,Git,Code editor;Command-line,,,ClickUp;Notion,Notion,Slack,Slack,Very unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,I have an anxiety disorder,Yes,Independent contributor,3.0,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Somewhat long,DevOps function;Continuous integration (CI) and (more often) continuous delivery,Yes,No,No,Appropriate in length,Easy,665460.0
19997,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;How-to videos;Coding sessions (live or recorded),,23,15,"Data scientist or machine learning specialist;Engineer, data;Data or business analyst","10,000 or more employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,Poland,PLN	Polish zloty,24000.0,Monthly,Bash/Shell;C#;C++;Kotlin;Python;SQL;TypeScript,Dart;Python;SQL,Microsoft SQL Server;PostgreSQL,PostgreSQL,,,Vue.js,React.js,Apache Spark;GTK;Hadoop,Flutter;Hadoop,Docker,Docker,PyCharm;Qt Creator;Visual Studio Code,PyCharm;Qt Creator;Visual Studio Code,Linux-based,Linux-based,Git,Command-line,,,Jira Work Management,,Google Chat;Microsoft Teams;Rocketchat;Zoom,Zoom,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,Yes,Independent contributor,15.0,Strongly agree,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Strongly agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Somewhat short,Innersource initiative;DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,No,Appropriate in length,Easy,66600.0
19999,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;School (i.e., University, College, etc);On the job training",,,15,8,"Data scientist or machine learning specialist;Engineer, data;Developer, full-stack;Educator;Database administrator;Academic researcher;Scientist",10 to 19 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Germany,EUR European Euro,4619.0,Monthly,Bash/Shell;HTML/CSS;Java;Kotlin;PowerShell;Python;SQL;Swift;TypeScript,Bash/Shell;HTML/CSS;Java;Kotlin;PowerShell;SQL;Swift;TypeScript,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;Neo4j;PostgreSQL,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;Neo4j,,,Angular;Express;FastAPI;Flask;Node.js;React.js;Vue.js,Angular,NumPy;Scikit-learn;Spring,Spring,Docker;npm,Docker;npm,IntelliJ;Visual Studio Code;Xcode,IntelliJ;Visual Studio Code;Xcode,Windows,macOS,Git,Code editor,,,,,Microsoft Teams;Rocketchat;Slack;Zoom,Microsoft Teams;Rocketchat;Slack;Zoom,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Not sure/can't remember,,"No, not really",25-34 years old,Man,No,Gay or Lesbian,European,None of the above,None of the above,Yes,Independent contributor,8.0,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Never,3-5 times a week,Never,30-60 minutes a day,30-60 minutes a day,Just right,Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,No,Yes,Appropriate in length,Easy,59112.0
20005,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp;Hackathons (virtual or in-person)","Blogs;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);How-to videos;Auditory material (e.g., podcasts);Interactive tutorial;Certification videos",Coursera;Udemy,4,2,"Data scientist or machine learning specialist;Developer, back-end;DevOps specialist;Project manager;Product manager",100 to 499 employees,I have some influence,Start a free trial;Ask developers I know/work with,Pakistan,PKR	Pakistani rupee,160000.0,Monthly,Python,Go;JavaScript;Python;Rust;TypeScript,MongoDB;PostgreSQL,MongoDB;PostgreSQL;Redis,DigitalOcean;Heroku,AWS;DigitalOcean;Google Cloud;IBM Cloud or Watson;Microsoft Azure,Django;FastAPI;Flask,Django;Express;FastAPI;Flask;Next.js;React.js,NumPy;Pandas;Scikit-learn;Hugging Face Transformers,Electron;NumPy;Pandas;React Native;Scikit-learn;TensorFlow;Torch/PyTorch;Hugging Face Transformers,Docker;npm,Ansible;Docker;npm,IPython/Jupyter;Nano;PyCharm;Sublime Text;Visual Studio Code,GoLand;IPython/Jupyter;Nano;Neovim;PyCharm;Visual Studio Code,Windows Subsystem for Linux (WSL),Windows,Git,Command-line,,,Asana;Jira Work Management,Jira Work Management;Notion;Trello,Microsoft Teams,Slack;Zoom,Indifferent,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,25-34 years old,Man,No,Straight / Heterosexual,Asian;South Asian,None of the above,Prefer not to say,Yes,People manager,3.0,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Never,1-2 times a week,1-2 times a week,Less than 15 minutes a day,15-30 minutes a day,Just right,None of these,Yes,No,No,Appropriate in length,Neither easy nor difficult,9576.0
20057,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Online books;Written-based Online Courses;Interactive tutorial,Codecademy,8,3,"Data scientist or machine learning specialist;Engineer, data;Data or business analyst",20 to 99 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me,United Kingdom of Great Britain and Northern Ireland,GBP	Pound sterling,50000.0,Yearly,Bash/Shell;Python;SQL,Bash/Shell;Julia;Python;R;SQL,Microsoft SQL Server;MySQL;PostgreSQL,Cassandra;MariaDB;Neo4j;PostgreSQL,AWS;DigitalOcean;Microsoft Azure,AWS;DigitalOcean,,,Apache Kafka;Apache Spark;NumPy;Pandas;Scikit-learn,Apache Kafka;Apache Spark;Keras;NumPy;Pandas;Scikit-learn;TensorFlow;Torch/PyTorch;Hugging Face Transformers,Docker,Docker;Kubernetes,Vim;Visual Studio Code,Vim;Visual Studio Code,Linux-based;macOS,Linux-based;Windows;Windows Subsystem for Linux (WSL),Git,Command-line,,,Jira Work Management;Trello,Jira Work Management;Notion;Trello,Microsoft Teams;Slack;Zoom,Rocketchat;Slack;Zoom,Unfavorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,3.0,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Strongly agree,3-5 times a week,6-10 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Just right,Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,62820.0
20095,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other doctoral degree (Ph.D., Ed.D., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum,,19,12,Data scientist or machine learning specialist,"1,000 to 4,999 employees",I have little or no influence,Read ratings or reviews on third party sites like G2Crowd,United States of America,USD	United States dollar,70000.0,Yearly,Bash/Shell;HTML/CSS;PowerShell;Python;R;SQL,Bash/Shell;Python;R;SQL,MySQL;Oracle,MySQL;Oracle,AWS,AWS,,,NumPy;Pandas;Scikit-learn;Tidyverse,NumPy;Pandas;Scikit-learn;Tidyverse,,,IPython/Jupyter;PyCharm;RStudio;Spyder;Vim,PyCharm;RStudio;Vim,Windows,Linux-based,Git,Command-line;Version control hosting service web GUI,,,Jira Work Management,Jira Work Management,Microsoft Teams;Slack;Zoom,Slack,Unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",35-44 years old,Woman,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,12.0,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,15-30 minutes a day,Just right,None of these,Yes,No,Yes,Appropriate in length,Neither easy nor difficult,70000.0
20097,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Books / Physical media,,,31,25,"Data scientist or machine learning specialist;Developer, full-stack;Developer, back-end;DevOps specialist;Cloud infrastructure engineer;Product manager;Senior Executive (C-Suite, VP, etc.);System administrator;Security professional",10 to 19 employees,I have a great deal of influence,Other (please specify):;Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Finland,EUR European Euro,12000.0,Monthly,Bash/Shell;HTML/CSS;Python;SQL,Go;Python,Elasticsearch;PostgreSQL,Elasticsearch;PostgreSQL,AWS;Colocation,Colocation,Django;React.js,Django;React.js,NumPy;Scikit-learn;Torch/PyTorch,NumPy;Torch/PyTorch,Ansible;Docker;Homebrew,Ansible;Homebrew,Emacs;Visual Studio Code,Visual Studio Code,macOS,macOS,Git,Command-line,,,monday.com;Trello,Trello,Microsoft Teams;Slack,Mattermost;Slack,Unfavorable,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",45-54 years old,Man,No,Straight / Heterosexual,I don't know,None of the above,None of the above,Yes,People manager,25.0,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,1-2 times a week,3-5 times a week,Never,15-30 minutes a day,15-30 minutes a day,Very short,DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Easy,153564.0
